codes,description,statecensus,co,co_nwa,co_sib,co_ptw,co_sing,persons,records
0350,Medical and health services managers,Illinois,0.278405851297648,0.15931546305124103,0.11322823153379578,0.08191662357844173,0.04004032068386153,1.4115483029780203e-4,154
0350,Medical and health services managers,Indiana,0.24785341485955548,0.2127958439900506,0.13933694610553551,0.1313173616292991,0.03982814163782751,1.1008895032804852e-4,142
0350,Medical and health services managers,Iowa,0.2531373267406786,0.20668674298944495,0.20668674298944495,0.20668674298944495,0.0550984772795842,3.1880650606953796e-5,61
0350,Medical and health services managers,Kansas,0.2526354368403875,0.20571676981749598,0.12751918341501642,0.12751918341501642,0,1.915667416780726e-5,46
0350,Medical and health services managers,Kentucky,0.2696863337518729,0.25781445700062533,0.13233821371322121,0.13233821371322121,0,5.752315296633628e-5,84
0350,Medical and health services managers,Louisiana,0.24731258993206567,0.23555241701627902,0.15764950419622312,0.15764950419622312,0.013232488182910252,5.6587969071906575e-5,143
0350,Medical and health services managers,Maine,0.13739214817709078,0.1070324330124148,0.05353434733847133,0.05353434733847133,0.01766129817860147,3.121011082594338e-5,98
0350,Medical and health services managers,Maryland,0.24106960276513412,0.22463246289253802,0.20935189802662843,0.15404782952673218,0.06268287194787665,1.1916840151700378e-4,125
0350,Medical and health services managers,Massachusetts,0.20365501264169955,0.14423822935558425,0.11459650158914556,0.09331202066740392,0.021412587554704102,1.1643720502267772e-4,176
0350,Medical and health services managers,Michigan,0.1639309326640073,0.15542401578817272,0.11936281906152217,0.08822186533174986,0.05544729414580743,1.1030368509165992e-4,124
0350,Medical and health services managers,Minnesota,0.2848061196141835,0.2525000917105473,0.13324651151540642,0.09479549512435481,0.06111612023780939,1.1228632359417892e-4,123
0350,Medical and health services managers,Mississippi,0.3150679387985721,0.24050299406309347,0.17793983343480294,0.14405802088676406,0.04468977706555213,3.937726447702888e-5,135
0350,Medical and health services managers,Missouri,0.3971599412520116,0.3150455265612193,0.14037608970787233,0.14037608970787233,0.020118028333370244,5.7584723629651605e-5,69
0350,Medical and health services managers,Montana,0.33014015051142737,0.2302607689693649,0.11901947767608298,0.08615165060276132,0.09628666608135561,1.2868954012468995e-5,113
0350,Medical and health services managers,Nebraska,0.3086167141989969,0.19277785662788582,0.1530548796216157,0.1530548796216157,0,2.4587610162589637e-5,85
0350,Medical and health services managers,Nevada,0.17223497680262245,0.08940468130960329,0.03973771448074365,0.03973771448074365,0,3.3026541049105846e-5,73
0350,Medical and health services managers,New Hampshire,0.3710397064264821,0.3404950242440266,0.3011397585643629,0.3011397585643629,0.04581893953485633,2.4130924378749626e-5,126
0350,Medical and health services managers,New Jersey,0.2318671947985616,0.12197459993523378,0.08238786045009647,0.0773995445729921,0.04733616671969521,1.4110601958117343e-4,161
0350,Medical and health services managers,New Mexico,0.23926257060515757,0.05858368688052667,0.024916408503575738,0.024916408503575738,0.054890698698689955,2.1098616549988158e-5,91
0350,Medical and health services managers,New York,0.20110864113613303,0.1005045711350023,0.07704684054567154,0.0652518769514107,0.044550464040719634,2.6009645853484423e-4,280
0350,Medical and health services managers,North Carolina,0.2668696632992999,0.20227260872948588,0.13845995943588663,0.10048417986086788,0.05893239018137081,1.3188390414578996e-4,143
0350,Medical and health services managers,North Dakota,0.4225921479806329,0.3673764654563356,0.18875639754482673,0.10926488686331168,0.028080443812893457,9.124093660400842e-6,91
0350,Medical and health services managers,Ohio,0.35965097538580026,0.3446835112598446,0.22028634391877597,0.14611608888077476,0.07298414208865725,1.6380223178585394e-4,179
0350,Medical and health services managers,Oklahoma,0.3407022031848432,0.3407022031848432,0.2855022759766777,0.2855022759766777,0,2.922594791527494e-5,62
0350,Medical and health services managers,Oregon,0.41375839760331046,0.37366207207036406,0.35298210656774637,0.27583862381232005,0.09567728272301251,7.009831917400235e-5,124
0350,Medical and health services managers,Rhode Island,0.31898272511426257,0.30195738309132014,0.19149870204549985,0.16605133204592307,0.011484474806054813,2.023160519849673e-5,94
0350,Medical and health services managers,South Carolina,0.24423170839690814,0.14152119749621658,0.05793218260207932,0.05793218260207932,0.045100015565536965,4.9100700161839775e-5,80
0350,Medical and health services managers,South Dakota,0.17866073436234536,0.17866073436234536,0.11738389552397342,0.08440991069046484,0,1.8960443041560976e-5,123
0350,Medical and health services managers,Tennessee,0.09422014915527156,0.035369667957371176,0,0,0.013766801492018938,6.604848634508317e-5,99
0350,Medical and health services managers,Texas,0.3205201419105669,0.2134383111685215,0.1310461719938917,0.11529475931111575,0.04156153562112214,3.9878107211186825e-4,424
0350,Medical and health services managers,Utah,0.5042251119806925,0.29905963761986804,0.25800899806809663,0.14667738369808864,0.09346995265845906,4.877592048400124e-5,130
0350,Medical and health services managers,Vermont,0.2505700266500916,0.23991564866616877,0.13411866682012977,0.10427935376884502,0,1.0287481418188873e-5,110
0350,Medical and health services managers,Virginia,0.22819942475912106,0.13470642207145112,0.08161604394608589,0.08161604394608589,0.03969775244243518,8.634515339567508e-5,96
0350,Medical and health services managers,Washington,0.41893813879629077,0.33764240773340715,0.2742642246293226,0.22305265488135054,0,7.39272630043187e-5,89
0350,Medical and health services managers,West Virginia,0.2897508662459045,0.24480725211629334,0.23690105042096296,0.22834489990097454,0.031131802989101173,1.999226198893983e-5,118
0350,Medical and health services managers,Wisconsin,0.016325069905651107,0.016325069905651107,0.016325069905651107,0.016325069905651107,0,5.1367198301911036e-5,66
0350,Medical and health services managers,Wyoming,0.30241428740000703,0.2756018834818398,0.15178106486980372,0.15178106486980372,0.06202770515721443,8.365325660963627e-6,100
0350,Medical and health services managers,Pennsylvania,0.183263507380217,0.07084956235650212,0.04088462176263257,0.04088462176263257,0.09576821313011077,1.7321364632384302e-4,184
1650,Medical scientists,Arkansas,0.2605071987586899,0.2605071987586899,0.054020172568223696,0.054020172568223696,0.2605071987586899,5.497793599921674e-6,19
1650,Medical scientists,California,0.23860249902893882,0.08876669724430122,0.07644687808912064,0.05824267274835868,0.050504203072322666,2.0866501783412122e-4,232
1650,Medical scientists,Colorado,0.2050664004353188,0.2050664004353188,0.07731829702905782,0.07731829702905782,0,1.8621710202452498e-5,24
1650,Medical scientists,Delaware,0.07450352698804848,0.07450352698804848,0.01910725468305665,0,0,7.809422593195972e-6,41
1650,Medical scientists,District of Columbia,0.06607675734751556,0.06607675734751556,0.06607675734751556,0.06607675734751556,0.05592913316579232,7.170807611780909e-6,74
1650,Medical scientists,Florida,0.3938366841053839,0.2184657311173265,0.2184657311173265,0.2184657311173265,0.10940805640994596,3.13969815174433e-5,32
1650,Medical scientists,Illinois,0.209829125064893,0.0712483652353228,0.0712483652353228,0.0712483652353228,0,4.650387052535894e-5,47
1650,Medical scientists,Indiana,0.21568403794996896,0,0,0,0,1.4574947009945097e-5,17
1650,Medical scientists,Maine,0.13499324263573906,0.13499324263573906,0.13499324263573906,0.13499324263573906,0,1.9779359639345097e-6,6
1650,Medical scientists,Maryland,0.34566013024418457,0.23192856851703053,0.18491330124435354,0.15514589345648985,0,4.292870163556901e-5,45
1650,Medical scientists,Massachusetts,0.10481993728529136,0.07764407302309365,0.07006821920452322,0.06069178940479416,0.011122567970745666,8.026168425942917e-5,119
1650,Medical scientists,Mississippi,0,0,0,0,0,1.0228696183319718e-6,4
1650,Medical scientists,Montana,0.12896996616069495,0,0,0,0.12896996616069495,2.5458738136123614e-6,20
1650,Medical scientists,New Mexico,0.11912636931096893,0.11912636931096893,0.11912636931096893,0.11912636931096893,0,6.304900336476039e-6,26
1650,Medical scientists,New York,0.28043775696433293,0.28043775696433293,0.21455948354376359,0.18142322272545272,0,4.8397047614393234e-5,51
1650,Medical scientists,North Carolina,0.3185306125939156,0.2095555954728345,0.08335992566773706,0.08335992566773706,0,3.228940534224154e-5,35
1650,Medical scientists,North Dakota,0.21661682980010005,0.21661682980010005,0.13069204247397723,0.13069204247397723,0.05399844674468514,3.870083592356859e-6,36
1650,Medical scientists,Oregon,0.22671963091561734,0.04084403370571797,0.04084403370571797,0.04084403370571797,0,1.3282369133545236e-5,24
1650,Medical scientists,Rhode Island,0.1968432155102416,0.1968432155102416,0.1968432155102416,0.1968432155102416,0,4.0469095435003396e-6,19
1650,Medical scientists,South Carolina,0.4378334421246838,0.4378334421246838,0.18938977489155107,0.18938977489155107,0,1.7991638911800186e-5,29
1650,Medical scientists,Tennessee,0.42061982008287463,0.24759217363251496,0.21694137282624637,0.17401714139504343,0,1.9503691947365595e-5,27
1650,Medical scientists,Vermont,0.5013754566517488,0.4206624329555285,0.4206624329555285,0.4206624329555285,0,1.738078597662093e-6,17
1650,Medical scientists,Washington,0.2887492195978875,0.2545879334750659,0.16048310505129612,0.16048310505129612,0,2.234763255053273e-5,27
1650,Medical scientists,Wisconsin,0.49700915366504855,0.24759023174646805,0.24759023174646805,0.24759023174646805,0.023512351926297827,3.4260088999391685e-5,43
1650,Medical scientists,Georgia,0,0,0,0,0,3.291219791654071e-5,30
1650,Medical scientists,Hawaii,0.5239322015145614,0,0,0,0,1.974869988738368e-6,10
1650,Medical scientists,Minnesota,0.4135085006412851,0.2009050489536284,0.2009050489536284,0.2009050489536284,0,1.353383411549579e-5,16
1650,Medical scientists,New Hampshire,0.09150376129606554,0.09150376129606554,0.09150376129606554,0.09150376129606554,0.09150376129606554,8.735116299397244e-6,43
1650,Medical scientists,Texas,0.22582143223723178,0.11177166690160115,0.11177166690160115,0.11177166690160115,0,3.437169364029507e-5,34
1650,Medical scientists,Alabama,0.19896745889097608,0.19896745889097608,0.19896745889097608,0.19896745889097608,0.19896745889097608,5.648748913233922e-6,13
1650,Medical scientists,Kentucky,0,0,0,0,0,1.2572873481211819e-5,16
1650,Medical scientists,Michigan,0,0,0,0,0,6.642942816764591e-6,8
1650,Medical scientists,Ohio,0.36888260156054853,0.3006992837876582,0.09266797997505272,0.09266797997505272,0,3.845361714628592e-5,42
1650,Medical scientists,West Virginia,0.08259137840646887,0.08259137840646887,0.08259137840646887,0.08259137840646887,0.08259137840646887,3.8795178616185045e-6,24
1650,Medical scientists,Connecticut,0.3086401824319584,0.12475967757091351,0.12475967757091351,0.12475967757091351,0,2.462256378824649e-5,31
1650,Medical scientists,New Jersey,0.15499185667641668,0.15499185667641668,0.04414051324430272,0.04414051324430272,0,3.786023709423031e-5,44
1650,Medical scientists,Pennsylvania,0.41455928549233567,0.3384302652768263,0.3384302652768263,0.25538582486007844,0.05390725697017338,6.505964811659799e-5,63
1650,Medical scientists,Utah,0.08221009468953173,0.04602063389114416,0.04602063389114416,0.04602063389114416,0,9.864186238235399e-6,23
1650,Medical scientists,Idaho,0.13077218942192032,0.13077218942192032,0.13077218942192032,0.13077218942192032,0,6.208878390696935e-6,31
1650,Medical scientists,Louisiana,0.2241920296204969,0.2241920296204969,0.2241920296204969,0.2241920296204969,0,8.049680813764092e-6,19
1650,Medical scientists,Oklahoma,0.5417531541086413,0.5417531541086413,0.5417531541086413,0.5417531541086413,0,1.924089430703101e-5,31
1650,Medical scientists,Virginia,0,0,0,0,0,4.383081557537738e-6,6
1650,Medical scientists,Arizona,0.25851020017405457,0.25851020017405457,0.25851020017405457,0.25851020017405457,0,1.995224739168792e-5,19
1650,Medical scientists,Missouri,0.44348387209134726,0.2279933997381069,0.2279933997381069,0.2279933997381069,0.14868847437284213,1.1733234964326214e-5,15
1650,Medical scientists,South Dakota,0.23955353471125626,0.23955353471125626,0.23955353471125626,0.23955353471125626,0,4.9849083513661095e-6,32
1650,Medical scientists,Wyoming,0,0,0,0,0,1.286350954074034e-6,16
1650,Medical scientists,Kansas,0.39914759092442753,0.39914759092442753,0.2086721007524301,0.2086721007524301,0,9.390548733113174e-6,21
1650,Medical scientists,Nebraska,0.2874451050232054,0.1206406932250785,0.1206406932250785,0.1206406932250785,0.05716826920276006,6.9756486115127506e-6,21
1650,Medical scientists,Alaska,0,0,0,0,0,3.8253100982077925e-7,4
1650,Medical scientists,Nevada,0,0,0,0,0,2.9627372628374465e-6,7
1650,Medical scientists,Iowa,0,0,0,0,0,3.166048911630551e-6,5
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Arkansas,0.4884644483952727,0,0,0,0,5.799879598775035e-7,2
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Delaware,0.6042599155700564,0.6042599155700564,0.6042599155700564,0.6042599155700564,0,1.8388799919621096e-6,9
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",District of Columbia,0.06787430462697815,0,0,0,0.06787430462697815,6.4462587737362875e-6,66
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Idaho,1,0,0,0,0,2.1480051904418335e-7,1
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Illinois,0.260408253802605,0.13320816194176113,0.064889807744008,0.064889807744008,0,2.2427828598837046e-5,26
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Indiana,0,0,0,0,0,1.5326972197365562e-5,18
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Iowa,0,0,0,0,0,5.18106949957758e-6,10
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Kentucky,0,0,0,0,0,5.406096062376396e-6,8
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Maryland,0.16445276179931104,0.16445276179931104,0.16445276179931104,0.07759262942762069,0,3.110570974884021e-5,35
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Montana,0.44606691554411504,0.3977099012048328,0.3977099012048328,0.22033078348695667,0.32963190481054017,2.0590577139996998e-6,17
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",New Jersey,0.43785712627287043,0,0,0,0.08362965634847823,1.2311290266102998e-5,13
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",New York,0.2588564499363753,0.043941011086847254,0,0,0.1610287811373676,3.772878717569682e-5,37
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",South Carolina,0,0,0,0,0,4.81501605920632e-6,9
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",South Dakota,0.38605411792316646,0.16803136436082458,0.16803136436082458,0.16803136436082458,0,2.2722092947466867e-6,16
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Texas,0.2310072067555679,0.2310072067555679,0.2310072067555679,0.18774799124853478,0,2.0065178539831677e-5,22
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Utah,0.21612871565453756,0,0,0,0,4.485106432470189e-6,11
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Vermont,0.1434060492480868,0.1434060492480868,0.1434060492480868,0.0349168070939383,0,3.1485090526689064e-6,30
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Washington,0.30927961676519755,0,0,0,0.1876758699974905,5.518869241269603e-6,7
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Arizona,0.21280402168913193,0,0,0,0,3.395268298573312e-6,4
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",California,0.17708627136407146,0.12092084457154677,0.09902006641583527,0.09902006641583527,0.03636887260974827,6.155641691508803e-5,67
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Connecticut,0.6513750280813284,0,0,0,0.6513750280813284,4.463307920707501e-6,6
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Florida,0.13895578812782114,0.027717407189686592,0.027717407189686592,0.027717407189686592,0.05542915693049074,2.881972769312192e-5,31
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Massachusetts,0,0,0,0,0,1.838140482542701e-5,23
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",West Virginia,0,0,0,0,0,2.012967036506077e-6,14
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Alaska,0.4685463512504111,0.08002280747116189,0,0,0,3.942115813224491e-6,31
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",North Carolina,0.1431784629310081,0.05579554044958149,0,0,0.05579554044958149,1.579912293163507e-5,15
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Oregon,0.05660872907165743,0.05660872907165743,0,0,0,1.8410293842651147e-5,31
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Alabama,0.38591802612079046,0.38591802612079046,0.20875703267898552,0.20875703267898552,0.17716099344180497,8.343545796992569e-6,19
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Louisiana,0.6405359841292892,0.6405359841292892,0.35555454412423426,0.08903643215710166,0.37401787216215665,5.242595251981126e-6,13
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Nebraska,0.5078570660818655,0.37932453050097514,0.37932453050097514,0.1471983345346463,0.2757308701155367,1.0075218463292442e-5,29
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Wyoming,0.08316799292353594,0.08316799292353594,0.08316799292353594,0.08316799292353594,0.08316799292353594,9.255983681461631e-7,12
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",North Dakota,0.39957408122300037,0.39957408122300037,0.39957408122300037,0.15690124759241442,0,1.4615448817365466e-6,14
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Nevada,0.37333218601212215,0.26706844612913644,0.26706844612913644,0.26706844612913644,0.10626373988298575,7.527306280079958e-6,16
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Oklahoma,0.3922796578374093,0,0,0,0,3.777740436046698e-6,8
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Georgia,0.5807635855064133,0.43250612495196283,0.43250612495196283,0.43250612495196283,0.04965867955365036,1.7185751457684322e-5,18
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Minnesota,0.48981437083320695,0.48981437083320695,0.48981437083320695,0.3528103527314858,0,1.1563584239173947e-5,14
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",New Mexico,0.16600501625318523,0.16600501625318523,0.16600501625318523,0.16600501625318523,0.14349599144565514,7.742963450358162e-6,32
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Tennessee,0.2909022656727556,0.2909022656727556,0.2909022656727556,0.04555391827402551,0,1.2574281755601347e-5,20
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Virginia,0.1021503464220498,0.1021503464220498,0.1021503464220498,0.1021503464220498,0.1021503464220498,8.29651157541388e-6,9
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",New Hampshire,0.2260512017779619,0.2260512017779619,0,0,0.2260512017779619,2.8498294244332246e-6,14
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Wisconsin,0.24507986215576053,0.24507986215576053,0,0,0,1.3881494633662706e-5,16
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Ohio,0,0,0,0,0,9.299963131164017e-6,9
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Hawaii,0,0,0,0,0,3.3168743982364213e-7,2
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Kansas,1,1,0.5283048801495384,0.5283048801495384,0,8.372558465672712e-7,2
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Pennsylvania,0.06542019312940767,0.06542019312940767,0.06542019312940767,0,0.06542019312940767,1.2528224297537576e-5,12
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Michigan,0,0,0,0,0,3.6748581776371017e-6,4
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Missouri,0,0,0,0,0,2.628660806588371e-6,3
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Rhode Island,0.41919978024893745,0.41919978024893745,0.41919978024893745,0.41919978024893745,0,2.2169893272537216e-6,7
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Maine,0,0,0,0,0,1.7605414980218114e-6,4
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Mississippi,1,0,0,0,0,1.2443605207850257e-6,3
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Colorado,0,0,0,0,0,1.068160808371672e-6,1
3060,Physicians and surgeons,Alabama,0.10200887558869437,0.03274693411187797,0.03274693411187797,0.022988584437035536,0,6.195060626062752e-5,134
3060,Physicians and surgeons,Alaska,0.4102004212038273,0.18767073215647073,0.14846052605664792,0.08470545268294483,0.02789531570822497,1.2352300811639747e-5,101
3060,Physicians and surgeons,Arizona,0.27287258595522546,0.11315128213075248,0.03910979680236569,0.01665332994325042,0,1.1284984980105844e-4,127
3060,Physicians and surgeons,Arkansas,0.2905592865729189,0.1528256066192824,0.09882707188486932,0.08909720663547888,0.017596078809207154,6.158935826340818e-5,196
3060,Physicians and surgeons,California,0.28581934898721767,0.19010682469724166,0.14206518960893083,0.1002734231103238,0.018303419778380445,6.104868049753949e-4,691
3060,Physicians and surgeons,Colorado,0.29471913606218353,0.2698651572594544,0.22804094920226003,0.11874500545240732,0.006235023111587291,1.432823494246535e-4,153
3060,Physicians and surgeons,Connecticut,0.2720300757797099,0.22672432322584452,0.17133089743538593,0.12812589288768203,0.01235749468064543,1.0715801728877154e-4,147
3060,Physicians and surgeons,Delaware,0.21716553984375273,0.13157607184595227,0.12217728360917883,0.09312900880871645,0.02890307769899382,1.9748097056025504e-5,119
3060,Physicians and surgeons,District of Columbia,0.1365185950543118,0.1365185950543118,0.1281169244583518,0.11969739129809313,0,2.834131098355982e-5,321
3060,Physicians and surgeons,Florida,0.27294369379450584,0.20033746623693685,0.1470455064258324,0.07290803263205124,0.022925391761776638,4.87435717888598e-4,499
3060,Physicians and surgeons,Georgia,0.29030673767174175,0.2760787183983699,0.2165058121087151,0.19817125228764285,0.04044166081836991,1.5628845474708973e-4,165
3060,Physicians and surgeons,Hawaii,0.22161742852795682,0.17398532182976953,0.11312361156989334,0.05380865885127974,0,2.7729885580704053e-5,150
3060,Physicians and surgeons,Idaho,0.5745202871770357,0.2838610769253719,0.20467559177408925,0.10389008686534208,0.024175309495247765,2.3286540706729547e-5,115
3060,Physicians and surgeons,Illinois,0.30577649073907687,0.18021673937169327,0.14177786531660264,0.10086183488323551,0.0032595521800963447,2.9565214239876675e-4,328
3060,Physicians and surgeons,Indiana,0.46492757045200295,0.44296161182036353,0.3297343651585619,0.2968609239492276,0.07579474932893215,7.642135822227722e-5,96
3060,Physicians and surgeons,Iowa,0.26128946519550544,0.07384122889577437,0.04408512672867712,0,0.02006163390930761,5.613123759609546e-5,100
3060,Physicians and surgeons,Kansas,0.285156364496629,0.12111365835420884,0.06841148505649332,0.027812408602231352,0.021705481088279344,6.146839745917667e-5,140
3060,Physicians and surgeons,Kentucky,0.409054877255644,0.23538996258813227,0.23538996258813227,0.11071503904932323,0,8.59161782301953e-5,117
3060,Physicians and surgeons,Louisiana,0.3574892269527714,0.3152261520428629,0.29744402214795396,0.22031874534561363,0,7.096759432834454e-5,183
3060,Physicians and surgeons,Maine,0.3888559886542383,0.13280063143136908,0.13280063143136908,0.08601744701892187,0,3.250091889511392e-5,95
3060,Physicians and surgeons,Maryland,0.3129597267263485,0.23027948270377746,0.2118647257892847,0.20051848185595392,0,1.4135550267387704e-4,154
3060,Physicians and surgeons,Massachusetts,0.1453569534265271,0.10837359813275457,0.08668829321460697,0.07272299608725223,0,2.201584940409161e-4,310
3060,Physicians and surgeons,Michigan,0.2509654154531243,0.15207791325888953,0.13382786263318586,0.06317286279829157,0.017604141510287906,2.127821940626781e-4,246
3060,Physicians and surgeons,Minnesota,0.491983829490603,0.31231727548589894,0.22111389952843757,0.17613036661285697,0.019602579265782457,1.3155816986699513e-4,154
3060,Physicians and surgeons,Mississippi,0.19591515869127424,0.049899679555481684,0.029840435362176898,0.029840435362176898,0,3.070214237031121e-5,99
3060,Physicians and surgeons,Missouri,0.2935055986431273,0.20662279368752073,0.20662279368752073,0.1668374013244341,0.03737441715359133,8.777518883052591e-5,107
3060,Physicians and surgeons,Montana,0.3898063638723288,0.2537888463805981,0.15386672092080417,0.058994318620974394,0.02724327644730198,1.4559947180349731e-5,126
3060,Physicians and surgeons,Nebraska,0.18849165648963015,0.11386448384253094,0.0843509872322043,0.06256056629798266,0,3.519989598402662e-5,111
3060,Physicians and surgeons,Nevada,0.18165674851388638,0.020744105625386006,0,0,0,2.4865756644001916e-5,58
3060,Physicians and surgeons,New Hampshire,0.2618626883986124,0.13881278907294523,0.11249200731990927,0.0521100191653947,0,3.544275388736775e-5,175
3060,Physicians and surgeons,New Jersey,0.29802104904459004,0.20204540227606874,0.14215217489274207,0.10312040149478811,0,1.7795505122632742e-4,206
3060,Physicians and surgeons,New Mexico,0.31124626616887513,0.24564815557966962,0.1352714266270052,0.12118645357630108,0.04805658459922171,3.184592710090358e-5,135
3060,Physicians and surgeons,New York,0.2915731362508021,0.2358673481368612,0.20830549634504347,0.1501153979356709,0.02299234272672115,5.069344070288809e-4,519
3060,Physicians and surgeons,North Carolina,0.4379293805740775,0.3135592018755084,0.22702980083436772,0.10914101665983408,0,2.7981019935356384e-4,313
3060,Physicians and surgeons,North Dakota,0.5656570562081371,0.4996077857528851,0.4022560344747553,0.2799684088955851,0,9.819611108749378e-6,101
3060,Physicians and surgeons,Ohio,0.2470641273343616,0.1270119330565779,0.11750298396209907,0.09518961834211571,0.0298164072471438,2.8122728284758004e-4,298
3060,Physicians and surgeons,Oklahoma,0.24306565923520718,0.05468408130358308,0.05468408130358308,0.05468408130358308,0.009276893668411633,4.0595452260876664e-5,83
3060,Physicians and surgeons,Oregon,0.27475465965952567,0.21133183473868777,0.21133183473868777,0.19899085356856028,0,1.2099748228972985e-4,220
3060,Physicians and surgeons,Pennsylvania,0.22700508975424646,0.1422824944754025,0.13196092954956626,0.11949745697168693,0.021022871397475534,2.979573096149364e-4,310
3060,Physicians and surgeons,Rhode Island,0.37855986791558544,0.238167358130846,0.1080202926279294,0.07363525932218574,0.015610547113005116,2.8675060273579855e-5,115
3060,Physicians and surgeons,South Carolina,0.2575692538890591,0.08418882606057453,0.08418882606057453,0.08418882606057453,0,1.1438864704050533e-4,198
3060,Physicians and surgeons,South Dakota,0.4045329448982535,0.38660920992615244,0.21878646538795088,0.16452531534519574,0,1.5461376375202153e-5,108
